image_names,tags
stitch_1408,clear primary clear primary agriculture clear cultivation primary artisinal_mine clear primary road water 
stitch_1409,agriculture clear primary road clear primary partly_cloudy primary clear primary 
stitch_1410,clear primary clear primary agriculture clear primary road partly_cloudy primary water 
stitch_1411,clear habitation primary road agriculture clear primary clear primary clear primary 
stitch_1412,cloud haze
stitch_1413,clear primary artisinal_mine clear primary road water clear primary water clear habitation primary water 
stitch_1414,clear primary water clear primary clear primary road water  
stitch_1415,agriculture clear cultivation primary water clear primary partly_cloudy primary clear primary 
stitch_1416,clear primary  partly_cloudy primary water clear water 
stitch_1417,partly_cloudy primary partly_cloudy primary road  agriculture clear primary road 
stitch_1418,agriculture clear cultivation primary slash_burn agriculture clear habitation primary clear primary  
stitch_1419,clear primary partly_cloudy primary clear primary agriculture clear habitation primary road water 
stitch_1420, partly_cloudy primary clear primary partly_cloudy primary 
stitch_1421,cultivation habitation partly_cloudy primary road partly_cloudy primary clear primary agriculture artisinal_mine clear primary road 
stitch_1422,agriculture clear primary water agriculture clear cultivation primary road clear primary agriculture clear habitation primary road 
stitch_1423,agriculture partly_cloudy primary road partly_cloudy primary partly_cloudy primary blow_down clear primary 
stitch_1424,agriculture partly_cloudy primary road agriculture clear primary  clear primary 
stitch_1425,agriculture partly_cloudy primary agriculture bare_ground clear habitation primary road agriculture partly_cloudy primary road water clear primary 
stitch_1426,clear primary agriculture clear primary road bare_ground clear road clear primary water 
stitch_1427,cloud haze
stitch_1428,clear primary water clear primary  agriculture clear primary 
stitch_1429,clear primary clear primary road clear primary water clear primary 
stitch_1430,clear primary agriculture clear primary agriculture clear cultivation primary clear primary 
stitch_1431,clear primary water clear primary clear primary road clear primary 
stitch_1432,partly_cloudy primary agriculture clear primary road agriculture clear habitation primary road partly_cloudy primary 
stitch_1433,clear primary clear primary clear primary clear primary 
stitch_1434,clear cultivation primary water clear primary clear primary road blooming clear primary 
stitch_1435,cultivation partly_cloudy primary water agriculture clear primary clear primary agriculture clear cultivation primary 
stitch_1436,clear primary clear primary water clear primary clear primary 
stitch_1437,clear primary clear primary  agriculture clear cultivation primary 
stitch_1438,clear primary partly_cloudy primary bare_ground clear artisinal_mine clear primary water 
stitch_1439,clear primary clear primary clear primary clear cultivation primary 
stitch_1440,clear primary clear primary road selective_logging water agriculture bare_ground clear conventional_mine habitation primary road partly_cloudy primary road water 
stitch_1441,partly_cloudy primary clear primary agriculture clear habitation primary road agriculture clear cultivation primary 
stitch_1442,clear primary agriculture cultivation partly_cloudy primary clear primary clear primary 
stitch_1443, clear primary  clear primary 
stitch_1444,clear primary partly_cloudy primary clear primary water partly_cloudy primary 
stitch_1445, agriculture clear cultivation primary agriculture clear primary clear primary water 
stitch_1446,partly_cloudy primary agriculture clear primary road agriculture clear cultivation primary clear primary 
stitch_1447, clear primary clear primary agriculture clear cultivation habitation primary road 
stitch_1448, clear conventional_mine primary water agriculture cultivation habitation partly_cloudy primary water agriculture clear habitation primary road 
stitch_1449,clear primary clear primary agriculture clear cultivation primary agriculture cultivation partly_cloudy primary water 
stitch_1450,cloud haze
stitch_1451,clear primary clear primary water agriculture clear primary road  
stitch_1452,clear primary artisinal_mine clear primary water clear primary clear primary 
stitch_1453,clear primary water clear primary agriculture clear primary clear primary 
stitch_1454,clear primary agriculture clear habitation primary clear primary road clear primary road water 
stitch_1455,clear primary agriculture cultivation partly_cloudy primary clear primary water clear primary water 
stitch_1456,clear primary road water agriculture partly_cloudy primary road  clear primary 
stitch_1457, clear primary partly_cloudy primary agriculture clear habitation primary road 
stitch_1458,agriculture clear primary road water clear primary clear primary clear primary 
stitch_1459,clear primary clear cultivation primary agriculture clear cultivation primary clear primary road selective_logging 
stitch_1460,clear primary agriculture clear cultivation primary clear primary clear primary 
stitch_1461,clear primary clear primary clear primary  
stitch_1462,agriculture clear cultivation primary agriculture clear habitation primary road agriculture clear cultivation primary agriculture clear primary road water 
stitch_1463,clear habitation primary road clear primary clear primary clear primary water 
stitch_1464,clear primary agriculture clear habitation primary road  clear primary 
stitch_1465,agriculture clear primary road clear primary clear cultivation primary slash_burn clear primary 
stitch_1466,clear primary  agriculture clear primary road clear primary 
stitch_1467,agriculture clear habitation road clear cultivation primary clear primary water partly_cloudy primary 
stitch_1468,partly_cloudy primary water agriculture partly_cloudy primary clear primary clear primary 
stitch_1469, clear primary clear cultivation primary water clear primary 
stitch_1470,clear primary  agriculture clear cultivation primary clear cultivation primary 
